origen_aseguradora,id_original,marca,modelo_version_completo,anio,version_corta,transmision,activo
MAPFRE,311,TOYOTA,HIGHLANDER LIMITED BLUE-RAY,2018,LIMITED BLUE-RAY,,1
MAPFRE,311,TOYOTA,HIGHLANDER LIMITED BLUE-RAY,2019,LIMITED BLUE-RAY,,1
MAPFRE,355,TOYOTA,HIGHLANDER LIMITED BLUE-RAY TA,2020,LIMITED BLUE-RAY TA,AUTO,1
MAPFRE,355,TOYOTA,HIGHLANDER LIMITED BLUE-RAY TA,2021,LIMITED BLUE-RAY TA,AUTO,1
MAPFRE,199,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2014,LIMITED PANORAMIC ROOF,,1
MAPFRE,199,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2015,LIMITED PANORAMIC ROOF,,1
MAPFRE,199,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2016,LIMITED PANORAMIC ROOF,,1
MAPFRE,310,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2017,LIMITED PANORAMIC ROOF,,1
MAPFRE,310,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2018,LIMITED PANORAMIC ROOF,,1
MAPFRE,310,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2019,LIMITED PANORAMIC ROOF,,1
MAPFRE,354,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2020,LIMITED PANORAMIC ROOF,,1
MAPFRE,354,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2021,LIMITED PANORAMIC ROOF,,1
MAPFRE,392,TOYOTA,HIGHLANDER LIMITED PANORAMIC ROOF,2022,LIMITED PANORAMIC ROOF,,1
MAPFRE,263,TOYOTA,HIGHLANDER LIMITED PREMIUM,2015,LIMITED PREMIUM,,1
MAPFRE,415,TOYOTA,HIGHLANDER LIMITED TA HEV,2023,LIMITED TA HEV,AUTO,1
MAPFRE,415,TOYOTA,HIGHLANDER LIMITED TA HEV,2024,LIMITED TA HEV,AUTO,1
MAPFRE,423,TOYOTA,HIGHLANDER NIGHTSHADE TA HEV,2024,NIGHTSHADE TA HEV,AUTO,1
MAPFRE,64,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2008,PREMIUM BASE AUT,AUTO,1
MAPFRE,64,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2009,PREMIUM BASE AUT,AUTO,1
MAPFRE,64,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2010,PREMIUM BASE AUT,AUTO,1
MAPFRE,64,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2011,PREMIUM BASE AUT,AUTO,1
MAPFRE,153,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2012,PREMIUM BASE AUT,AUTO,1
MAPFRE,153,TOYOTA,HIGHLANDER PREMIUM BASE AUT,2013,PREMIUM BASE AUT,AUTO,1
MAPFRE,66,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2008,PREMIUM SPORT AUT,AUTO,1
MAPFRE,66,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2009,PREMIUM SPORT AUT,AUTO,1
MAPFRE,66,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2010,PREMIUM SPORT AUT,AUTO,1
MAPFRE,66,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2011,PREMIUM SPORT AUT,AUTO,1
MAPFRE,118,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2012,PREMIUM SPORT AUT,AUTO,1
MAPFRE,118,TOYOTA,HIGHLANDER PREMIUM SPORT AUT,2013,PREMIUM SPORT AUT,AUTO,1
MAPFRE,109,TOYOTA,HIGHLANDER PREMIUMBASE AUT ACT,2011,PREMIUMBASE AUT ACT,AUTO,1
MAPFRE,65,TOYOTA,HIGHLANDER SPORT AUT,2008,SPORT AUT,AUTO,1
MAPFRE,65,TOYOTA,HIGHLANDER SPORT AUT,2009,SPORT AUT,AUTO,1
MAPFRE,65,TOYOTA,HIGHLANDER SPORT AUT,2010,SPORT AUT,AUTO,1
MAPFRE,196,TOYOTA,HIGHLANDER XLE,2014,XLE,,1
MAPFRE,196,TOYOTA,HIGHLANDER XLE,2015,XLE,,1
MAPFRE,196,TOYOTA,HIGHLANDER XLE,2016,XLE,,1
MAPFRE,196,TOYOTA,HIGHLANDER XLE,2017,XLE,,1
MAPFRE,309,TOYOTA,HIGHLANDER XLE,2017,XLE,,1
MAPFRE,309,TOYOTA,HIGHLANDER XLE,2018,XLE,,1
MAPFRE,309,TOYOTA,HIGHLANDER XLE,2019,XLE,,1
MAPFRE,353,TOYOTA,HIGHLANDER XLE TA,2020,XLE TA,AUTO,1
MAPFRE,353,TOYOTA,HIGHLANDER XLE TA,2021,XLE TA,AUTO,1
MAPFRE,393,TOYOTA,HIGHLANDER XLE TA,2022,XLE TA,AUTO,1
MAPFRE,416,TOYOTA,HIGHLANDER XLE TA HEV,2023,XLE TA HEV,AUTO,1
MAPFRE,416,TOYOTA,HIGHLANDER XLE TA HEV,2024,XLE TA HEV,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2003,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2004,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2005,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2006,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2007,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2008,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2009,AUT A/AC BA PIEL,AUTO,1
MAPFRE,19,TOYOTA,LAND CRUISER AUT A/AC BA PIEL,2010,AUT A/AC BA PIEL,AUTO,1
MAPFRE,31,TOYOTA,LAND CRUISER WAGON 4X4,2006,WAGON 4X4,AUTO,1
MAPFRE,31,TOYOTA,LAND CRUISER WAGON 4X4,2007,WAGON 4X4,AUTO,1
MAPFRE,75,TOYOTA,LAND CRUISER WAGON 4X4 SECUEN,2008,WAGON 4SECUEN,AUTO,1
MAPFRE,75,TOYOTA,LAND CRUISER WAGON 4X4 SECUEN,2009,WAGON 4SECUEN,AUTO,1
MAPFRE,75,TOYOTA,LAND CRUISER WAGON 4X4 SECUEN,2010,WAGON 4SECUEN,AUTO,1
MAPFRE,425,TOYOTA,LAND CRUISER WAGON BL,2006,WAGON BL,,1
MAPFRE,164,TOYOTA,LAND CRUISER WAGON VX,2013,WAGON VX,,1
MAPFRE,164,TOYOTA,LAND CRUISER WAGON VX,2014,WAGON VX,,1
MAPFRE,164,TOYOTA,LAND CRUISER WAGON VX,2015,WAGON VX,,1
MAPFRE,164,TOYOTA,LAND CRUISER WAGON VX,2016,WAGON VX,,1
MAPFRE,112,TOYOTA,LAND CRUISER WAGON VX 4WD AUT SEC.,2011,WAGON VX 4WD AUT SEC.,AUTO,1
MAPFRE,112,TOYOTA,LAND CRUISER WAGON VX 4WD AUT SEC.,2013,WAGON VX 4WD AUT SEC.,AUTO,1
MAPFRE,294,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2016,WAGON VX-R 4WD,,1
MAPFRE,294,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2017,WAGON VX-R 4WD,,1
MAPFRE,294,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2018,WAGON VX-R 4WD,,1
MAPFRE,294,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2019,WAGON VX-R 4WD,,1
MAPFRE,346,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2020,WAGON VX-R 4WD,,1
MAPFRE,346,TOYOTA,LAND CRUISER WAGON VX-R 4WD,2021,WAGON VX-R 4WD,,1
MAPFRE,86,TOYOTA,MATRIX BASE STD,2009,BASE STD,MANUAL,1
MAPFRE,86,TOYOTA,MATRIX BASE STD,2010,BASE STD,MANUAL,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2003,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2004,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2005,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2006,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2007,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2008,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2009,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2010,XR AUT,AUTO,1
MAPFRE,7,TOYOTA,MATRIX XR AUT,2011,XR AUT,AUTO,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2003,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2004,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2005,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2006,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2007,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,8,TOYOTA,MATRIX XR S STD A/AC Q/C,2008,XR S STD A/AC Q/C,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2003,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2004,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2005,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2006,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2007,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2008,XR STD,MANUAL,1
MAPFRE,6,TOYOTA,MATRIX XR STD,2009,XR STD,MANUAL,1
MAPFRE,187,TOYOTA,MATRIX XR TM ,2010,XR TM,MANUAL,1
MAPFRE,88,TOYOTA,MATRIX XRS AUT,2009,XRS AUT,AUTO,1
MAPFRE,88,TOYOTA,MATRIX XRS AUT,2010,XRS AUT,AUTO,1
MAPFRE,87,TOYOTA,MATRIX XRS STD,2009,XRS STD,MANUAL,1
MAPFRE,329,TOYOTA,PRIUS C 1.5L HIBRIDO TA,2018,C 1.5L HIBRIDO TA,AUTO,1
MAPFRE,329,TOYOTA,PRIUS C 1.5L HIBRIDO TA,2019,C 1.5L HIBRIDO TA,AUTO,1
MAPFRE,329,TOYOTA,PRIUS C 1.5L HIBRIDO TA,2020,C 1.5L HIBRIDO TA,AUTO,1
MAPFRE,361,TOYOTA,PRIUS C 1.5L HIBRIDO TA,2021,C 1.5L HIBRIDO TA,AUTO,1
MAPFRE,379,TOYOTA,PRIUS PREMIUM BITONO HIBRIDO,2021,PREMIUM BITONO HIBRIDO,AUTO,1
MAPFRE,379,TOYOTA,PRIUS PREMIUM BITONO HIBRIDO,2022,PREMIUM BITONO HIBRIDO,AUTO,1
MAPFRE,379,TOYOTA,PRIUS PREMIUM BITONO HIBRIDO,2023,PREMIUM BITONO HIBRIDO,AUTO,1
MAPFRE,106,TOYOTA,PRIUS PREMIUM HIBRIDO,2010,PREMIUM HIBRIDO,AUTO,1
MAPFRE,106,TOYOTA,PRIUS PREMIUM HIBRIDO,2011,PREMIUM HIBRIDO,AUTO,1
MAPFRE,106,TOYOTA,PRIUS PREMIUM HIBRIDO,2012,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2013,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2014,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2015,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2016,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2017,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2018,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2019,PREMIUM HIBRIDO,AUTO,1
MAPFRE,170,TOYOTA,PRIUS PREMIUM HIBRIDO,2020,PREMIUM HIBRIDO,AUTO,1
MAPFRE,360,TOYOTA,PRIUS PREMIUM HIBRIDO,2021,PREMIUM HIBRIDO,AUTO,1
MAPFRE,360,TOYOTA,PRIUS PREMIUM HIBRIDO,2022,PREMIUM HIBRIDO,AUTO,1
MAPFRE,360,TOYOTA,PRIUS PREMIUM HIBRIDO,2023,PREMIUM HIBRIDO,AUTO,1
MAPFRE,360,TOYOTA,PRIUS PREMIUM HIBRIDO,2024,PREMIUM HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2014,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2015,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2016,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2017,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2018,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2019,TELA BASE HIBRIDO,AUTO,1
MAPFRE,189,TOYOTA,PRIUS TELA BASE HIBRIDO,2020,TELA BASE HIBRIDO,AUTO,1
MAPFRE,359,TOYOTA,PRIUS TELA BASE HIBRIDO,2021,TELA BASE HIBRIDO,AUTO,1
MAPFRE,359,TOYOTA,PRIUS TELA BASE HIBRIDO,2022,TELA BASE HIBRIDO,AUTO,1
MAPFRE,359,TOYOTA,PRIUS TELA BASE HIBRIDO,2023,TELA BASE HIBRIDO,AUTO,1
MAPFRE,359,TOYOTA,PRIUS TELA BASE HIBRIDO,2024,TELA BASE HIBRIDO,AUTO,1
MAPFRE,385,TOYOTA,RAIZE XLE 1.0L TA,2022,XLE 1.0L TA,AUTO,1
MAPFRE,385,TOYOTA,RAIZE XLE 1.0L TA,2023,XLE 1.0L TA,AUTO,1
MAPFRE,385,TOYOTA,RAIZE XLE 1.0L TA,2024,XLE 1.0L TA,AUTO,1
MAPFRE,384,TOYOTA,RAIZE XLE 1.0L TM,2022,XLE 1.0L TM,MANUAL,1
MAPFRE,384,TOYOTA,RAIZE XLE 1.0L TM,2023,XLE 1.0L TM,MANUAL,1
MAPFRE,384,TOYOTA,RAIZE XLE 1.0L TM,2024,XLE 1.0L TM,MANUAL,1
MAPFRE,386,TOYOTA,RAIZE XLE BITONO 1.0L TA,2022,XLE BITONO 1.0L TA,AUTO,1
MAPFRE,386,TOYOTA,RAIZE XLE BITONO 1.0L TA,2023,XLE BITONO 1.0L TA,AUTO,1
MAPFRE,386,TOYOTA,RAIZE XLE BITONO 1.0L TA,2024,XLE BITONO 1.0L TA,AUTO,1
MAPFRE,90,TOYOTA,RAV 4 SPORT,2009,SPORT,,1
MAPFRE,91,TOYOTA,RAV 4 SPORT PIEL,2009,SPORT PIEL,,1
MAPFRE,91,TOYOTA,RAV 4 SPORT PIEL,2010,SPORT PIEL,,1
MAPFRE,91,TOYOTA,RAV 4 SPORT PIEL,2011,SPORT PIEL,,1
MAPFRE,117,TOYOTA,RAV 4 SPORT PIEL CD QC,2011,SPORT PIEL CD QC,,1
MAPFRE,117,TOYOTA,RAV 4 SPORT PIEL CD QC,2012,SPORT PIEL CD QC,,1
MAPFRE,117,TOYOTA,RAV 4 SPORT PIEL CD QC,2013,SPORT PIEL CD QC,,1
MAPFRE,173,TOYOTA,RAV4 2.5 LE AT,2013,2.5 LE AT,,1
MAPFRE,194,TOYOTA,RAV4 2.5 LE AWD TA,2014,2.5 LE AWD TA,AUTO,1
MAPFRE,194,TOYOTA,RAV4 2.5 LE AWD TA,2015,2.5 LE AWD TA,AUTO,1
MAPFRE,190,TOYOTA,RAV4 2.5 LE TA,2014,2.5 LE TA,AUTO,1
MAPFRE,190,TOYOTA,RAV4 2.5 LE TA,2015,2.5 LE TA,AUTO,1
MAPFRE,190,TOYOTA,RAV4 2.5 LE TA,2016,2.5 LE TA,AUTO,1
MAPFRE,190,TOYOTA,RAV4 2.5 LE TA,2017,2.5 LE TA,AUTO,1
MAPFRE,190,TOYOTA,RAV4 2.5 LE TA,2018,2.5 LE TA,AUTO,1
MAPFRE,339,TOYOTA,RAV4 2.5 LE TA,2019,2.5 LE TA,AUTO,1
MAPFRE,339,TOYOTA,RAV4 2.5 LE TA,2020,2.5 LE TA,AUTO,1
MAPFRE,339,TOYOTA,RAV4 2.5 LE TA,2021,2.5 LE TA,AUTO,1
MAPFRE,395,TOYOTA,RAV4 2.5 LE TA,2022,2.5 LE TA,AUTO,1
MAPFRE,395,TOYOTA,RAV4 2.5 LE TA,2023,2.5 LE TA,AUTO,1
MAPFRE,395,TOYOTA,RAV4 2.5 LE TA,2024,2.5 LE TA,AUTO,1
MAPFRE,192,TOYOTA,RAV4 2.5 LIMITED AWD TA,2014,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,192,TOYOTA,RAV4 2.5 LIMITED AWD TA,2015,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,192,TOYOTA,RAV4 2.5 LIMITED AWD TA,2016,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,304,TOYOTA,RAV4 2.5 LIMITED AWD TA,2017,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,304,TOYOTA,RAV4 2.5 LIMITED AWD TA,2018,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,304,TOYOTA,RAV4 2.5 LIMITED AWD TA,2019,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,348,TOYOTA,RAV4 2.5 LIMITED AWD TA,2020,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,348,TOYOTA,RAV4 2.5 LIMITED AWD TA,2021,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,396,TOYOTA,RAV4 2.5 LIMITED AWD TA,2022,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,396,TOYOTA,RAV4 2.5 LIMITED AWD TA,2023,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,396,TOYOTA,RAV4 2.5 LIMITED AWD TA,2024,2.5 LIMITED AWD TA,AUTO,1
MAPFRE,340,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2019,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,340,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2020,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,340,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2021,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,378,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2022,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,378,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2023,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,378,TOYOTA,RAV4 2.5 LIMITED HIBRIDO TA,2024,2.5 LIMITED HIBRIDO TA,AUTO,1
MAPFRE,176,TOYOTA,RAV4 2.5 LIMITED PLATINUM TA,2013,2.5 LIMITED PLATINUM TA,AUTO,1
MAPFRE,193,TOYOTA,RAV4 2.5 LIMITED PLATINUM TA,2014,2.5 LIMITED PLATINUM TA,AUTO,1
MAPFRE,193,TOYOTA,RAV4 2.5 LIMITED PLATINUM TA,2015,2.5 LIMITED PLATINUM TA,AUTO,1
MAPFRE,175,TOYOTA,RAV4 2.5 LIMITED TA,2013,2.5 LIMITED TA,AUTO,1
MAPFRE,174,TOYOTA,RAV4 2.5 XLE AT,2013,2.5 XLE AT,,1
MAPFRE,191,TOYOTA,RAV4 2.5 XLE AWD TA,2014,2.5 XLE AWD TA,AUTO,1
MAPFRE,191,TOYOTA,RAV4 2.5 XLE AWD TA,2015,2.5 XLE AWD TA,AUTO,1
MAPFRE,191,TOYOTA,RAV4 2.5 XLE AWD TA,2016,2.5 XLE AWD TA,AUTO,1
MAPFRE,191,TOYOTA,RAV4 2.5 XLE AWD TA,2017,2.5 XLE AWD TA,AUTO,1
MAPFRE,325,TOYOTA,RAV4 2.5 XLE AWD TA,2018,2.5 XLE AWD TA,AUTO,1
MAPFRE,325,TOYOTA,RAV4 2.5 XLE AWD TA,2019,2.5 XLE AWD TA,AUTO,1
MAPFRE,349,TOYOTA,RAV4 2.5 XLE AWD TA,2020,2.5 XLE AWD TA,AUTO,1
MAPFRE,349,TOYOTA,RAV4 2.5 XLE AWD TA,2021,2.5 XLE AWD TA,AUTO,1
MAPFRE,349,TOYOTA,RAV4 2.5 XLE AWD TA,2022,2.5 XLE AWD TA,AUTO,1
MAPFRE,349,TOYOTA,RAV4 2.5 XLE AWD TA,2023,2.5 XLE AWD TA,AUTO,1
MAPFRE,349,TOYOTA,RAV4 2.5 XLE AWD TA,2024,2.5 XLE AWD TA,AUTO,1
MAPFRE,338,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2019,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,338,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2020,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,338,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2021,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,394,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2022,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,394,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2023,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,394,TOYOTA,RAV4 2.5L ADVENTURE AWD TA,2024,2.5L ADVENTURE AWD TA,AUTO,1
MAPFRE,160,TOYOTA,RAV4 BASE,2012,BASE,,1
MAPFRE,160,TOYOTA,RAV4 BASE,2013,BASE,,1
MAPFRE,155,TOYOTA,RAV4 BASE 3A FILA,2012,BASE 3A FILA,,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2006,BASE 3A FILA AUT,AUTO,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2007,BASE 3A FILA AUT,AUTO,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2008,BASE 3A FILA AUT,AUTO,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2009,BASE 3A FILA AUT,AUTO,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2010,BASE 3A FILA AUT,AUTO,1
MAPFRE,49,TOYOTA,RAV4 BASE 3A FILA AUT,2011,BASE 3A FILA AUT,AUTO,1
MAPFRE,60,TOYOTA,RAV4 BASE 3A FILA AUT KIT,2007,BASE 3A FILA AUT KIT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2006,BASE AUT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2007,BASE AUT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2008,BASE AUT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2009,BASE AUT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2010,BASE AUT,AUTO,1
MAPFRE,51,TOYOTA,RAV4 BASE AUT,2011,BASE AUT,AUTO,1
MAPFRE,15,TOYOTA,RAV4 L VAGONETA AUT A/AC EE PIEL,2004,L VAGONETA AUT A/AC EE PIEL,AUTO,1
MAPFRE,15,TOYOTA,RAV4 L VAGONETA AUT A/AC EE PIEL,2005,L VAGONETA AUT A/AC EE PIEL,AUTO,1
MAPFRE,15,TOYOTA,RAV4 L VAGONETA AUT A/AC EE PIEL,2006,L VAGONETA AUT A/AC EE PIEL,AUTO,1
MAPFRE,15,TOYOTA,RAV4 L VAGONETA AUT A/AC EE PIEL,2007,L VAGONETA AUT A/AC EE PIEL,AUTO,1
MAPFRE,286,TOYOTA,RAV4 L4 SE TA AWD,2016,L4 SE TA AWD,AUTO,1
MAPFRE,286,TOYOTA,RAV4 L4 SE TA AWD,2017,L4 SE TA AWD,AUTO,1
MAPFRE,286,TOYOTA,RAV4 L4 SE TA AWD,2018,L4 SE TA AWD,AUTO,1
MAPFRE,50,TOYOTA,RAV4 LIMITED 4WD AUT AC Q/C,2006,LIMITED 4WD AUT AC Q/C,AUTO,1
MAPFRE,50,TOYOTA,RAV4 LIMITED 4WD AUT AC Q/C,2007,LIMITED 4WD AUT AC Q/C,AUTO,1
MAPFRE,58,TOYOTA,RAV4 LIMITED 4WD QC AC PIEL,2007,LIMITED 4WD QC AC PIEL,,1
MAPFRE,58,TOYOTA,RAV4 LIMITED 4WD QC AC PIEL,2008,LIMITED 4WD QC AC PIEL,,1
MAPFRE,58,TOYOTA,RAV4 LIMITED 4WD QC AC PIEL,2009,LIMITED 4WD QC AC PIEL,,1
MAPFRE,48,TOYOTA,RAV4 LIMITED 4X2 AUT AC PIEL,2006,LIMITED 4AUT AC PIEL,AUTO,1
MAPFRE,48,TOYOTA,RAV4 LIMITED 4X2 AUT AC PIEL,2007,LIMITED 4AUT AC PIEL,AUTO,1
MAPFRE,57,TOYOTA,RAV4 LIMITED 4X2 AUT PIEL,2007,LIMITED 4AUT PIEL,AUTO,1
MAPFRE,57,TOYOTA,RAV4 LIMITED 4X2 AUT PIEL,2008,LIMITED 4AUT PIEL,AUTO,1
MAPFRE,98,TOYOTA,RAV4 SPORT 4X2 PIEL V6,2010,SPORT 4PIEL V6,AUTO,1
MAPFRE,98,TOYOTA,RAV4 SPORT 4X2 PIEL V6,2011,SPORT 4PIEL V6,AUTO,1
MAPFRE,98,TOYOTA,RAV4 SPORT 4X2 PIEL V6,2012,SPORT 4PIEL V6,AUTO,1
MAPFRE,16,TOYOTA,RAV4 VAGONETA AUT A/AC EE TELA,2004,VAGONETA AUT A/AC EE TELA,AUTO,1
MAPFRE,16,TOYOTA,RAV4 VAGONETA AUT A/AC EE TELA,2005,VAGONETA AUT A/AC EE TELA,AUTO,1
MAPFRE,16,TOYOTA,RAV4 VAGONETA AUT A/AC EE TELA,2006,VAGONETA AUT A/AC EE TELA,AUTO,1
MAPFRE,16,TOYOTA,RAV4 VAGONETA AUT A/AC EE TELA,2007,VAGONETA AUT A/AC EE TELA,AUTO,1
MAPFRE,279,TOYOTA,RAV4 XLE PLUS 4WD TA,2016,XLE PLUS 4WD TA,AUTO,1
MAPFRE,279,TOYOTA,RAV4 XLE PLUS 4WD TA,2017,XLE PLUS 4WD TA,AUTO,1
MAPFRE,279,TOYOTA,RAV4 XLE PLUS 4WD TA,2018,XLE PLUS 4WD TA,AUTO,1
MAPFRE,159,TOYOTA,RUSH BASE 5 VEL 4X2,2009,BASE 5 VEL 4X2,AUTO,1
MAPFRE,116,TOYOTA,RUSH BASE AT 4X2,2009,BASE AT 4X2,AUTO,1
MAPFRE,97,TOYOTA,RUSH PREMIUM MT,2009,PREMIUM MT,,1
MAPFRE,412,TOYOTA,SEQUOIA 3.5L LIMITED HEV TA,2023,3.5L LIMITED HEV TA,AUTO,1
